user_id,survey_id,survey_item_index,filename,has_reply,emotion_1,emotion_2,video_id,mix,emotion_1_id,emotion_2_id,intensity_level,reply_dim_anger,reply_dim_happiness_joy,reply_dim_sadness,reply_dim_disgust,reply_dim_fear
Emotest5153,00e7a976f7fc6873abc4770d3fb84f176dddb9020ebfd32c73a50dafeecbf740,26,A72_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A72,1,35,33,,0,3,0,3,0
Emotest5153,00e7a976f7fc6873abc4770d3fb84f176dddb9020ebfd32c73a50dafeecbf740,27,A337_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A337,1,35,33,,0,2,0,2,0
Emotest5153,00e7a976f7fc6873abc4770d3fb84f176dddb9020ebfd32c73a50dafeecbf740,28,A334_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A334,1,10,33,,0,2,0,0,4
Emotest5153,00e7a976f7fc6873abc4770d3fb84f176dddb9020ebfd32c73a50dafeecbf740,29,A205_mix_ang_disg_5050.mp4,1,anger,disgust,A205,1,12,35,,0,1,0,3,0
Emotest5153,00e7a976f7fc6873abc4770d3fb84f176dddb9020ebfd32c73a50dafeecbf740,30,A67_mix_disg_sad_5050.mp4,1,disgust,sadness,A67,1,35,6,,0,0,6,2,0
Emotest5153,00e7a976f7fc6873abc4770d3fb84f176dddb9020ebfd32c73a50dafeecbf740,31,A67_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A67,1,33,6,,0,1,4,0,0
Emotest5153,00e7a976f7fc6873abc4770d3fb84f176dddb9020ebfd32c73a50dafeecbf740,32,A64_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A64,1,12,33,,6,1,0,0,0
Emotest5153,00e7a976f7fc6873abc4770d3fb84f176dddb9020ebfd32c73a50dafeecbf740,33,A334_mix_ang_sad_5050.mp4,1,anger,sadness,A334,1,12,6,,0,0,3,4,0
Emotest5153,00e7a976f7fc6873abc4770d3fb84f176dddb9020ebfd32c73a50dafeecbf740,34,A205_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A205,1,33,6,,0,1,3,0,0
Emotest5153,00e7a976f7fc6873abc4770d3fb84f176dddb9020ebfd32c73a50dafeecbf740,35,A323_mix_ang_fea_5050.mp4,1,anger,fear,A323,1,12,10,,0,0,0,1,4
Emotest5153,00e7a976f7fc6873abc4770d3fb84f176dddb9020ebfd32c73a50dafeecbf740,36,A221_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A221,1,12,33,,0,3,0,0,1
Emotest5153,00e7a976f7fc6873abc4770d3fb84f176dddb9020ebfd32c73a50dafeecbf740,37,A227_mix_ang_sad_5050.mp4,1,anger,sadness,A227,1,12,6,,3,0,6,0,0
Emotest5153,00e7a976f7fc6873abc4770d3fb84f176dddb9020ebfd32c73a50dafeecbf740,38,A200_mix_ang_sad_5050.mp4,1,anger,sadness,A200,1,12,6,,3,0,5,0,0
Emotest5153,00e7a976f7fc6873abc4770d3fb84f176dddb9020ebfd32c73a50dafeecbf740,39,A227_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A227,1,12,33,,2,5,0,0,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,0,A303_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A303,1,35,33,,0,6,6,0,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,1,A200_mix_ang_sad_5050.mp4,1,anger,sadness,A200,1,12,6,,4,0,7,0,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,2,A67_mix_disg_sad_5050.mp4,1,disgust,sadness,A67,1,35,6,,0,0,10,0,6
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,3,A72_mix_disg_fea_5050.mp4,1,disgust,fear,A72,1,35,10,,0,0,0,5,7
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,4,A72_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A72,1,35,33,,0,8,0,6,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,5,A55_mix_ang_fea_5050.mp4,1,anger,fear,A55,1,12,10,,8,0,0,0,3
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,6,A64_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A64,1,12,33,,5,6,0,0,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,7,A91_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A91,1,33,6,,2,4,0,0,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,8,A334_mix_ang_sad_5050.mp4,1,anger,sadness,A334,1,12,6,,5,0,8,0,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,9,A64_mix_ang_fea_5050.mp4,1,anger,fear,A64,1,12,10,,8,0,0,0,7
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,10,A323_mix_fea_sad_5050.mp4,1,fear,sadness,A323,1,10,6,,0,0,6,0,8
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,11,A337_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A337,1,35,33,,0,7,0,0,2
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,12,A205_mix_ang_disg_5050.mp4,1,anger,disgust,A205,1,12,35,,9,0,0,4,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,13,A220_mix_ang_fea_5050.mp4,1,anger,fear,A220,1,12,10,,8,0,0,0,5
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,14,A327_mix_fea_sad_5050.mp4,1,fear,sadness,A327,1,10,6,,0,0,7,0,8
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,15,A102_mix_disg_fea_5050.mp4,1,disgust,fear,A102,1,35,10,,0,0,0,8,7
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,16,A334_mix_ang_disg_5050.mp4,1,anger,disgust,A334,1,12,35,,9,0,0,0,3
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,17,A67_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A67,1,10,33,,0,7,0,0,3
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,18,A220_mix_fea_sad_5050.mp4,1,fear,sadness,A220,1,10,6,,0,0,10,0,4
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,19,A91_mix_disg_sad_5050.mp4,1,disgust,sadness,A91,1,35,6,,0,0,0,8,3
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,20,A323_mix_ang_fea_5050.mp4,1,anger,fear,A323,1,12,10,,5,0,0,0,9
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,21,A227_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A227,1,33,6,,0,7,4,0,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,22,A207_mix_disg_fea_5050.mp4,1,disgust,fear,A207,1,35,10,,0,0,0,3,10
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,23,A200_mix_ang_disg_5050.mp4,1,anger,disgust,A200,1,12,35,,3,0,0,9,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,24,A327_mix_disg_sad_5050.mp4,1,disgust,sadness,A327,1,35,6,,0,0,9,2,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,25,A205_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A205,1,33,6,,0,7,0,0,1
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,26,A337_mix_ang_disg_5050.mp4,1,anger,disgust,A337,1,12,35,,6,0,0,8,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,27,A332_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A332,1,35,33,,0,7,0,4,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,28,A221_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A221,1,10,33,,0,4,0,0,7
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,29,A207_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A207,1,10,33,,0,4,0,0,8
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,30,A327_mix_ang_sad_5050.mp4,1,anger,sadness,A327,1,12,6,,7,0,2,0,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,31,A332_mix_disg_fea_5050.mp4,1,disgust,fear,A332,1,35,10,,0,0,0,9,10
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,32,A227_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A227,1,12,33,,0,8,0,0,2
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,33,A334_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A334,1,10,33,,0,5,0,0,8
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,34,A227_mix_ang_sad_5050.mp4,1,anger,sadness,A227,1,12,6,,7,0,7,0,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,35,A221_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A221,1,12,33,,0,5,0,0,3
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,36,A303_mix_fea_sad_5050.mp4,1,fear,sadness,A303,1,10,6,,0,0,4,0,10
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,37,A102_mix_disg_sad_5050.mp4,1,disgust,sadness,A102,1,35,6,,0,0,5,0,10
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,38,A55_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A55,1,12,33,,0,6,0,3,0
Emotest1698,02d31604d21f1ffa4df2c36b0b438e734deeb0b914b5678bb9b958e5031c1f31,39,A67_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A67,1,33,6,,0,5,0,0,6
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,0,A72_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A72,1,35,33,,0,4,0,0,2
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,1,A205_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A205,1,33,6,,0,2,0,4,0
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,2,A220_mix_fea_sad_5050.mp4,1,fear,sadness,A220,1,10,6,,0,0,0,2,2
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,3,A221_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A221,1,10,33,,0,2,0,2,0
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,4,A64_mix_ang_fea_5050.mp4,1,anger,fear,A64,1,12,10,,6,0,0,0,7
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,5,A323_mix_ang_fea_5050.mp4,1,anger,fear,A323,1,12,10,,0,0,3,3,0
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,6,A221_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A221,1,12,33,,0,3,0,2,0
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,7,A91_mix_disg_sad_5050.mp4,1,disgust,sadness,A91,1,35,6,,0,0,0,8,1
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,8,A200_mix_ang_disg_5050.mp4,1,anger,disgust,A200,1,12,35,,0,0,0,8,3
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,9,A227_mix_ang_sad_5050.mp4,1,anger,sadness,A227,1,12,6,,0,0,7,0,2
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,10,A327_mix_disg_sad_5050.mp4,1,disgust,sadness,A327,1,35,6,,0,0,4,5,0
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,11,A227_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A227,1,33,6,,0,5,0,3,0
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,12,A55_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A55,1,12,33,,0,4,0,0,5
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,13,A102_mix_disg_fea_5050.mp4,1,disgust,fear,A102,1,35,10,,0,0,0,6,6
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,14,A303_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A303,1,35,33,,0,7,6,0,0
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,15,A332_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A332,1,35,33,,0,8,0,0,2
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,16,A207_mix_disg_fea_5050.mp4,1,disgust,fear,A207,1,35,10,,0,0,0,1,8
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,17,A327_mix_ang_sad_5050.mp4,1,anger,sadness,A327,1,12,6,,0,0,7,0,3
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,18,A337_mix_ang_disg_5050.mp4,1,anger,disgust,A337,1,12,35,,7,0,0,3,0
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,19,A72_mix_disg_fea_5050.mp4,1,disgust,fear,A72,1,35,10,,0,0,0,6,6
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,20,A220_mix_ang_fea_5050.mp4,1,anger,fear,A220,1,12,10,,6,0,0,0,3
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,21,A334_mix_ang_sad_5050.mp4,1,anger,sadness,A334,1,12,6,,0,0,7,0,4
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,22,A334_mix_ang_disg_5050.mp4,1,anger,disgust,A334,1,12,35,,0,0,0,7,5
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,23,A327_mix_fea_sad_5050.mp4,1,fear,sadness,A327,1,10,6,,1,0,9,0,0
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,24,A102_mix_disg_sad_5050.mp4,1,disgust,sadness,A102,1,35,6,,0,0,6,0,6
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,25,A205_mix_ang_disg_5050.mp4,1,anger,disgust,A205,1,12,35,,6,0,0,0,6
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,26,A64_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A64,1,12,33,,3,7,0,0,0
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,27,A207_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A207,1,10,33,,0,0,2,0,1
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,28,A323_mix_fea_sad_5050.mp4,1,fear,sadness,A323,1,10,6,,0,0,8,0,7
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,29,A303_mix_fea_sad_5050.mp4,1,fear,sadness,A303,1,10,6,,0,0,8,0,6
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,30,A67_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A67,1,10,33,,0,8,0,0,2
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,31,A91_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A91,1,33,6,,0,7,7,0,0
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,32,A227_mix_ang_hap_5050.mp4,1,anger,happiness_joy,A227,1,12,33,,0,8,0,2,0
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,33,A337_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A337,1,35,33,,0,5,2,0,0
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,34,A334_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A334,1,10,33,,0,2,0,7,0
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,35,A55_mix_ang_fea_5050.mp4,1,anger,fear,A55,1,12,10,,7,0,0,0,8
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,36,A200_mix_ang_sad_5050.mp4,1,anger,sadness,A200,1,12,6,,5,0,7,0,0
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,37,A332_mix_disg_fea_5050.mp4,1,disgust,fear,A332,1,35,10,,0,0,4,0,6
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,38,A67_mix_disg_sad_5050.mp4,1,disgust,sadness,A67,1,35,6,,0,0,0,8,2
Emotest9783,063d60be8961da8ff6c07eb15a6e860f43d70630bd96e4da53c195a407f64451,39,A67_mix_hap_sad_5050.mp4,1,happiness_joy,sadness,A67,1,33,6,,0,5,2,0,0
Emotest8836,0ab421f8bbd3bad9b3d6e0e429b7fb834a411788fef6a3276ba499a91be29c4c,0,A334_mix_ang_sad_5050.mp4,1,anger,sadness,A334,1,12,6,,6,0,10,0,0
Emotest8836,0ab421f8bbd3bad9b3d6e0e429b7fb834a411788fef6a3276ba499a91be29c4c,1,A334_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A334,1,10,33,,0,6,0,0,8
Emotest8836,0ab421f8bbd3bad9b3d6e0e429b7fb834a411788fef6a3276ba499a91be29c4c,2,A227_mix_ang_sad_5050.mp4,1,anger,sadness,A227,1,12,6,,6,0,8,0,0
Emotest8836,0ab421f8bbd3bad9b3d6e0e429b7fb834a411788fef6a3276ba499a91be29c4c,3,A72_mix_disg_hap_5050.mp4,1,disgust,happiness_joy,A72,1,35,33,,0,9,0,7,0
Emotest8836,0ab421f8bbd3bad9b3d6e0e429b7fb834a411788fef6a3276ba499a91be29c4c,4,A102_mix_disg_fea_5050.mp4,1,disgust,fear,A102,1,35,10,,0,0,0,9,8
Emotest8836,0ab421f8bbd3bad9b3d6e0e429b7fb834a411788fef6a3276ba499a91be29c4c,5,A221_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A221,1,10,33,,0,6,0,0,5
Emotest8836,0ab421f8bbd3bad9b3d6e0e429b7fb834a411788fef6a3276ba499a91be29c4c,6,A220_mix_ang_fea_5050.mp4,1,anger,fear,A220,1,12,10,,4,0,0,0,4
Emotest8836,0ab421f8bbd3bad9b3d6e0e429b7fb834a411788fef6a3276ba499a91be29c4c,7,A102_mix_disg_sad_5050.mp4,1,disgust,sadness,A102,1,35,6,,0,0,3,0,3
Emotest8836,0ab421f8bbd3bad9b3d6e0e429b7fb834a411788fef6a3276ba499a91be29c4c,8,A327_mix_ang_sad_5050.mp4,1,anger,sadness,A327,1,12,6,,8,0,6,0,0
Emotest8836,0ab421f8bbd3bad9b3d6e0e429b7fb834a411788fef6a3276ba499a91be29c4c,9,A323_mix_ang_fea_5050.mp4,1,anger,fear,A323,1,12,10,,0,0,3,0,5
Emotest8836,0ab421f8bbd3bad9b3d6e0e429b7fb834a411788fef6a3276ba499a91be29c4c,10,A323_mix_fea_sad_5050.mp4,1,fear,sadness,A323,1,10,6,,0,0,8,0,8
Emotest8836,0ab421f8bbd3bad9b3d6e0e429b7fb834a411788fef6a3276ba499a91be29c4c,11,A207_mix_fea_hap_5050.mp4,1,fear,happiness_joy,A207,1,10,33,,0,9,0,0,7
Emotest8836,0ab421f8bbd3bad9b3d6e0e429b7fb834a411788fef6a3276ba499a91be29c4c,12,A64_mix_ang_fea_5050.mp4,1,anger,fear,A64,1,12,10,,7,0,0,0,9
Emotest8836,0ab421f8bbd3bad9b3d6e0e429b7fb834a411788fef6a3276ba499a91be29c4c,13,A303_mix_fea_sad_5050.mp4,1,fear,sadness,A303,1,10,6,,0,0,6,0,1
Emotest8836,0ab421f8bbd3bad9b3d6e0e429b7fb834a411788fef6a3276ba499a91be29c4c,14,A200_mix_ang_disg_5050.mp4,1,anger,disgust,A200,1,12,35,,2,0,0,9,0
