user_id,survey_id,survey_item_index,filename,has_reply,emotion_1,video_id,mix,emotion_1_id,emotion_2_id,intensity_level,reply_dim_Novelty,reply_dim_Pleasantness,reply_dim_Goal conduciveness,reply_dim_Urgency,reply_dim_Power,reply_dim_Norm compatibility
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,29,A102_conf_v_2.mp4,1,confusion,A102,0,1,100,2,2,2,1,2,2,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,30,A200_pos_sur_p_3.mp4,1,positive_surprise,A200,0,9,100,3,5,2,1,3,2,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,31,A55_gui_v_2_ver1.mp4,1,guilt,A55,0,40,100,2,1,1,1,1,1,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,32,A102_sad_p_3.mp4,1,sadness,A102,0,6,100,3,2,1,1,2,1,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,33,A220_pri_p_3.mp4,1,pride,A220,0,41,100,3,2,3,3,2,2,3
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,34,A227_reg_v_3.mp4,1,regret,A227,0,0,100,3,2,1,1,3,2,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,35,A207_dou_v_3.mp4,1,doubt,A207,0,3,100,3,2,2,1,2,2,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,36,A200_amu_v_2.mp4,1,amusement,A200,0,13,100,2,3,2,1,1,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,37,A102_neu_sit1_v.mp4,1,neutral,A102,0,22,100,,1,1,1,1,1,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,38,A227_pri_p_2.mp4,1,pride,A227,0,41,100,2,2,3,3,1,3,3
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,39,A102_ang_v_2.mp4,1,anger,A102,0,12,100,2,2,1,1,2,1,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,40,A102_fea_p_3.mp4,1,fear,A102,0,10,100,3,3,1,1,2,1,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,41,A102_sex_p_3.mp4,1,sexual_lust,A102,0,24,100,3,2,3,3,1,2,3
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,42,A102_gra_p_3.mp4,1,gratitude,A102,0,7,100,3,2,2,2,2,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,43,A102_scha_v_2.mp4,1,schadenfreude,A102,0,15,100,2,2,2,1,2,2,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,44,A227_hop_p_3.mp4,1,hope,A227,0,21,100,3,3,3,2,2,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,45,A102_disa_v_2.mp4,1,disappointment,A102,0,37,100,2,2,1,1,3,2,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,46,A102_disa_v_3.mp4,1,disappointment,A102,0,37,100,3,3,1,1,3,2,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,47,A205_cont_p_2.mp4,1,contempt,A205,0,32,100,2,2,2,1,3,2,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,48,A102_ple_p_2.mp4,1,sensory_pleasure,A102,0,23,100,2,2,3,3,1,2,3
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,49,A221_awe_p_2.mp4,1,awe,A221,0,18,100,2,2,2,2,1,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,50,A102_conc_p_3.mp4,1,concentration,A102,0,27,100,3,1,2,2,2,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,51,A220_hop_p_2.mp4,1,hope,A220,0,21,100,2,2,2,2,2,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,52,A424_ele_v_3.mp4,1,elevation_rejoicing,A424,0,8,100,3,2,3,2,2,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,53,A221_sha_p_2.mp4,1,shame,A221,0,43,100,2,2,1,1,1,1,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,54,A205_mov_p_3.mp4,1,being_moved,A205,0,42,100,3,2,2,2,2,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,55,A102_tri_p_2.mp4,1,triumph_achievement,A102,0,20,100,2,3,5,5,2,3,4
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,56,A205_ten_p_3.mp4,1,tenderness,A205,0,28,100,3,3,2,1,2,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,57,A102_gra_v_3.mp4,1,gratitude,A102,0,7,100,3,2,2,2,1,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,58,A407_ins_p_2.mp4,1,inspiration,A407,0,19,100,2,3,3,3,1,2,3
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,59,A102_emb_p_2.mp4,1,embarrassment,A102,0,39,100,2,3,1,1,2,1,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,60,A227_gui_v_3.mp4,1,guilt,A227,0,40,100,3,2,1,1,2,1,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,61,A205_sat_v_3.mp4,1,satisfaction_contentment,A205,0,16,100,3,2,4,4,1,2,3
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,62,A327_ele_p_3.mp4,1,elevation_rejoicing,A327,0,8,100,3,3,3,3,1,2,3
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,63,A102_disg_v_3.mp4,1,disgust,A102,0,35,100,3,3,1,1,2,1,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,64,A102_neg_sur_p_3.mp4,1,negative_surprise,A102,0,11,100,3,3,2,1,2,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,65,A334_reg_p_2.mp4,1,regret,A334,0,0,100,2,2,2,2,1,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,66,A220_adm_v_3.mp4,1,admiration,A220,0,5,100,3,2,3,3,1,2,3
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,67,A102_ple_v_2.mp4,1,sensory_pleasure,A102,0,23,100,2,2,3,3,1,2,3
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,68,A102_neu_sit2_v.mp4,1,neutral,A102,0,22,100,,1,2,2,1,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,69,A221_sha_v_2.mp4,1,shame,A221,0,43,100,2,2,1,1,1,2,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,70,A102_sar_p_2.mp4,1,sarcasm,A102,0,31,100,2,2,2,2,1,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,71,A102_conc_v_2.mp4,1,concentration,A102,0,27,100,2,1,2,1,1,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,72,A102_ang_p_3.mp4,1,anger,A102,0,12,100,3,2,1,1,2,1,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,73,A102_det_v_3.mp4,1,determination,A102,0,2,100,3,2,2,1,1,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,74,A102_anx_p_2.mp4,1,anxiety,A102,0,34,100,2,3,1,1,2,2,1
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,75,A102_tri_p_3.mp4,1,triumph_achievement,A102,0,20,100,3,3,5,5,1,3,4
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,76,A205_rej_v_2.mp4,1,rejection,A205,0,14,100,2,2,1,1,2,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,77,A102_sat_p_3.mp4,1,satisfaction_contentment,A102,0,16,100,3,2,3,3,1,2,3
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,78,A102_env_p_3.mp4,1,envy,A102,0,4,100,3,2,3,2,1,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,79,A207_dou_v_2.mp4,1,doubt,A207,0,3,100,2,2,2,1,1,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,80,A205_hap_p_3.mp4,1,happiness_joy,A205,0,33,100,3,3,4,4,1,3,4
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,81,A200_dist_p_2.mp4,1,distress_pain,A200,0,17,100,2,3,2,1,2,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,82,A102_bor_p_2.mp4,1,boredom,A102,0,26,100,2,1,2,2,1,3,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,83,A102_neg_sur_p_2.mp4,1,negative_surprise,A102,0,11,100,2,3,2,1,2,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,84,A227_adm_p_3.mp4,1,admiration,A227,0,5,100,3,3,2,2,1,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,85,A200_sar_p_2.mp4,1,sarcasm,A200,0,31,100,2,1,2,2,1,2,3
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,86,A200_det_p_3.mp4,1,determination,A200,0,2,100,3,1,2,2,1,2,2
default,1d1439eb990b9fbdc99bf899dc7a7f9cb61a9a404e5677631723cd56788b2d4a,87,A102_conf_p_3.mp4,1,confusion,A102,0,1,100,3,2,2,1,1,1,2
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,0,A207_dou_v_2.mp4,1,doubt,A207,0,3,100,2,2,2,3,3,3,2
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,1,A221_sha_p_2.mp4,1,shame,A221,0,43,100,2,3,1,1,1,1,1
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,2,A207_dou_v_3.mp4,1,doubt,A207,0,3,100,3,4,2,2,4,2,2
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,3,A102_gra_p_3.mp4,1,gratitude,A102,0,7,100,3,3,5,5,3,2,5
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,4,A407_ins_p_2.mp4,1,inspiration,A407,0,19,100,2,4,5,5,2,3,5
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,5,A221_sha_v_2.mp4,1,shame,A221,0,43,100,2,2,2,1,2,3,2
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,6,A205_cont_p_3.mp4,1,contempt,A205,0,32,100,3,4,1,1,3,1,1
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,7,A102_sex_p_3.mp4,1,sexual_lust,A102,0,24,100,3,2,5,5,2,4,5
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,8,A334_reg_p_2.mp4,1,regret,A334,0,0,100,2,3,3,4,4,5,4
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,9,A102_pos_sur_p_3.mp4,1,positive_surprise,A102,0,9,100,3,5,5,1,2,4,5
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,10,A102_disg_v_3.mp4,1,disgust,A102,0,35,100,3,5,1,1,2,1,1
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,11,A327_ele_p_3.mp4,1,elevation_rejoicing,A327,0,8,100,3,3,5,5,2,3,5
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,12,A102_exc_p_3.mp4,1,excitement_expectation,A102,0,36,100,3,4,4,1,2,4,4
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,13,A102_anx_p_3.mp4,1,anxiety,A102,0,34,100,3,3,2,1,1,1,1
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,14,A205_mov_p_3.mp4,1,being_moved,A205,0,42,100,3,3,5,5,3,3,5
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,15,A102_tri_p_2.mp4,1,triumph_achievement,A102,0,20,100,2,5,4,4,4,5,5
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,16,A303_env_p_3.mp4,1,envy,A303,0,4,100,3,3,2,1,2,4,1
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,17,A102_tri_p_3.mp4,1,triumph_achievement,A102,0,20,100,3,5,5,5,4,5,5
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,18,A205_hap_p_3.mp4,1,happiness_joy,A205,0,33,100,3,5,5,5,4,5,5
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,19,A220_ins_v_2.mp4,1,inspiration,A220,0,19,100,2,2,4,4,1,1,3
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,20,A102_nos_p_3.mp4,1,nostalgia,A102,0,30,100,3,1,5,5,1,4,5
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,21,A102_neu_sit1_v.mp4,1,neutral,A102,0,22,100,,1,1,1,3,1,1
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,22,A102_conc_p_3.mp4,1,concentration,A102,0,27,100,3,2,2,2,3,2,2
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,23,A102_nos_p_2.mp4,1,nostalgia,A102,0,30,100,2,1,5,4,1,2,5
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,24,A200_int_v_2.mp4,1,interest_curiosity,A200,0,29,100,2,1,3,3,2,3,3
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,25,A200_sar_p_2.mp4,1,sarcasm,A200,0,31,100,2,5,2,3,4,3,2
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,26,A221_awe_p_2.mp4,1,awe,A221,0,18,100,2,3,5,1,1,1,5
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,27,A227_adm_p_3.mp4,1,admiration,A227,0,5,100,3,3,3,3,3,3,3
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,28,A227_reg_v_3.mp4,1,regret,A227,0,0,100,3,2,1,1,1,2,1
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,29,A102_conf_v_2.mp4,1,confusion,A102,0,1,100,2,4,1,1,4,1,1
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,30,A102_disg_p_3.mp4,1,disgust,A102,0,35,100,3,4,1,1,4,1,1
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,31,A102_emb_p_2.mp4,1,embarrassment,A102,0,39,100,2,4,1,1,5,1,1
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,32,A102_fea_p_3.mp4,1,fear,A102,0,10,100,3,5,1,1,5,1,1
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,33,A102_gra_v_3.mp4,1,gratitude,A102,0,7,100,3,3,4,4,2,2,4
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,34,A102_disa_v_3.mp4,1,disappointment,A102,0,37,100,3,5,1,1,4,2,2
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,35,A102_sar_p_2.mp4,1,sarcasm,A102,0,31,100,2,3,3,3,3,3,3
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,36,A227_gui_v_3.mp4,1,guilt,A227,0,40,100,3,4,2,1,1,1,3
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,37,A220_adm_v_3.mp4,1,admiration,A220,0,5,100,3,1,4,4,2,3,5
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,38,A102_pea_p_2.mp4,1,peacefulness_serenity,A102,0,25,100,2,1,5,2,1,3,5
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,39,A102_scha_p_3.mp4,1,schadenfreude,A102,0,15,100,3,3,4,4,3,3,4
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,40,A205_rej_v_2.mp4,1,rejection,A205,0,14,100,2,4,2,3,3,3,2
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,41,A102_sad_p_2.mp4,1,sadness,A102,0,6,100,2,2,1,1,1,3,1
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,42,A102_amu_v_3.mp4,1,amusement,A102,0,13,100,3,5,4,2,3,3,3
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,43,A227_hop_p_3.mp4,1,hope,A227,0,21,100,3,5,3,3,5,3,3
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,44,A102_emb_v_3.mp4,1,embarrassment,A102,0,39,100,3,2,2,3,3,3,1
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,45,A102_ang_v_2.mp4,1,anger,A102,0,12,100,2,1,2,3,4,3,1
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,46,A102_exc_v_3.mp4,1,excitement_expectation,A102,0,36,100,3,4,4,3,3,3,4
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,47,A200_dist_p_2.mp4,1,distress_pain,A200,0,17,100,2,5,3,3,5,3,3
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,48,A205_hap_v_3.mp4,1,happiness_joy,A205,0,33,100,3,4,4,3,3,3,3
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,49,A102_scha_v_2.mp4,1,schadenfreude,A102,0,15,100,2,3,2,3,3,3,2
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,50,A323_awe_v_2.mp4,1,awe,A323,0,18,100,2,3,4,4,3,3,3
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,51,A102_ten_v_3.mp4,1,tenderness,A102,0,28,100,3,3,4,3,3,3,3
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,52,A205_ten_p_3.mp4,1,tenderness,A205,0,28,100,3,4,4,2,3,3,4
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,53,A55_gui_v_2_ver1.mp4,1,guilt,A55,0,40,100,2,4,2,3,3,3,3
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,54,A102_mov_v_3.mp4,1,being_moved,A102,0,42,100,3,4,2,1,3,1,2
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,55,A102_neu_sit2_v.mp4,1,neutral,A102,0,22,100,,4,3,2,2,2,1
default,2e4228a69bc87a4a2566d771fea615dd5f7eddaa586c9ac6bafcf1515add5e4b,56,A102_neg_sur_p_3.mp4,1,negative_surprise,A102,0,11,100,3,5,1,1,5,1,1
